camis,dba,boro,bin,bbl,cuisine_description
50074098,KING WOK,Brooklyn,3200252,3073620029,Chinese
50074103,EL SANCHO MEXICAN TORTERIA,Brooklyn,3192416,3071190004,Mexican
50074104,VIP COFFEE II,Brooklyn,3167098,3063810042,Chinese
50074118,ROBERTA'S PIZZA,Manhattan,1036459,1013050060,Pizza
50074122,THE VIAND DINER & BAR,Manhattan,1031339,1011987502,American
50074125,SONG SONG FOOD,Queens,4120469,4053360021,Korean
50074135,PICCANTE,Brooklyn,3147305,3059070044,Italian
50074140,SANDS OF PERSIA,Queens,4011399,4006840044,Coffee/Tea
50074142,SUBWAY,Manhattan,1008386,1005280019,Sandwiches
50074145,SPIGA TO GO,Manhattan,1031291,1011980001,Italian
50074148,JUICE GENERATION INC,Manhattan,1080094,1005450026,"Juice, Smoothies, Fruit Salads"
50074152,KHALIL BIRYANI HOUSE & HALAL CHINESE,Bronx,2028965,2039320174,Bangladeshi
50074158,BARCLAYS - 745 CDR,Manhattan,1084667,1010020001,American
50074163,CONVENE,Manhattan,1001031,1000510001,American
50074164,IRVING FARMS,Queens,NULL,NULL,Coffee/Tea
50074176,KAZAN MANGAL,Queens,4050459,4020900064,Mediterranean
50074184,SENZA GLUTEN,Manhattan,1008244,1005250001,Coffee/Tea
50074189,THE GRANDADDY,Manhattan,1005444,1004130029,Coffee/Tea
50074192,EL PATRON BAR AND GRILL,Brooklyn,3088703,3039880015,Spanish
50074193,ESTRELLA BRONX RESTAURANT,Bronx,2013298,2031420058,Latin American
50074194,UOTORA JAPANESE RESTAURANT,Brooklyn,3030338,3012120052,Japanese
50074195,NOCHES MEXICANAS,Bronx,2100792,2022750003,Mexican
50074198,BROOKLYN ROOTS ITALIAN,Brooklyn,3153440,3060430046,Italian
50074204,MR. MARIO,Queens,4098304,4040830022,Latin American
50074217,GOLDBAR,Manhattan,1006962,1004710013,Other
50074231,CHOPSTIX,Brooklyn,3327489,3074450001,Chinese/Japanese
50074234,CARMENTAS,Brooklyn,3072709,3031960031,Italian
50074238,LA CASA DEL MOFONGO AND PIANO BAR,Manhattan,1087602,1022267501,Latin American
50074239,KIMURA,Manhattan,1006750,1004640044,Japanese
50074243,16 HANDLES,Brooklyn,3397614,3023197501,Frozen Desserts
50074248,BAKE CULTURE,Manhattan,1002430,1002020025,Bakery Products/Desserts
50074254,OKI JAPANESE RESTAURANT,Queens,4001895,4001600005,Japanese
50074265,BRIANNA'S PIZZERIA,Bronx,2098575,2026780044,Spanish
50074275,"NORDSTROM COFFEE BAR, CLUBHOUSE",Manhattan,1024900,1010297501,American
50074276,TEXAS CHICKEN AND BURGERS,Queens,4080149,4033580001,Chicken
50074282,BISMILAH RESTAURANT,Brooklyn,3168980,3064470031,Pakistani
50074284,SALUMERIA ROSI,Manhattan,1030007,1011450001,Italian
50074287,MAXIN BAKERY,Queens,4573539,4051357502,Bakery Products/Desserts
50074297,ANGELA'S CAKE,Manhattan,1063056,1021270051,Bakery Products/Desserts
50074298,TSURUTONTAN UDON NOODLE BRASSERIE,Manhattan,1034501,1012630067,Japanese
50074303,Julieta Restaurant,Queens,4030036,4012920149,Spanish
50074304,THE PORTERHOUSE,Manhattan,1077806,1000077501,American
50074305,NORTHERN WANGMANDOO DUMPLING,Queens,4578063,4050180012,Chinese
50074317,ANDANTE,Brooklyn,3413711,3023920008,Asian/Asian Fusion
50074324,SUPREMACY GRILL & LOUNGE,Brooklyn,3172008,3065460042,Middle Eastern
50074326,GOOD STUFF JUICE COMPANY,Manhattan,1062457,1020980036,"Juice, Smoothies, Fruit Salads"
50074331,KOME WAZA,Manhattan,1044761,1014430030,Hawaiian
50074342,DORADO TACOS,Manhattan,1036459,1013050060,Italian
50074343,STOP & ENJOY,Queens,4016084,4008090032,Sandwiches/Salads/Mixed Buffet
50074348,STARBUCKS COFFEE #50622,Brooklyn,3042817,3015780005,Coffee/Tea
50074355,GOOD DAY PLAY CAFE,Brooklyn,3024169,3010530007,American
50074358,"FRIENDSHIP BBQ, SHI SHANG",Brooklyn,3424561,3007860049,Chinese
50074363,TAQUERIA MI MARIACHI,Brooklyn,3325713,3030070003,Mexican
50074365,YURA,Manhattan,1047403,1015060018,American
50074370,LA ESQUINA DE NAGUA,Manhattan,1063079,1021280044,Latin American
50074371,EL BUEN GUSTO RESTAURANT,Brooklyn,3013888,3008070011,Spanish
50074374,KANAHASHI,Brooklyn,3064281,3025320044,Japanese
50074376,BELLOZINO,Queens,4029787,4012830072,Indian
50074377,ZEST SUSHI,Manhattan,1005275,1004080011,Japanese
50074381,NUNOODLE,Manhattan,1005819,1004350008,Chinese
50074392,SAN MIGUEL PIZZA,Brooklyn,3126899,3053930007,Pizza
50074398,SPY C CUISINE,Queens,4077926,4032550044,Chinese
50074402,MEGUMI,Brooklyn,3238574,3084700050,Japanese
50074424,AMERICAN WING COMPANY,Manhattan,1085260,1016440025,Chicken
50074430,GREEN YARD CAFE,Manhattan,1063517,1021420237,Coffee/Tea
50074432,LEGENDARY BAR & GRILL,Bronx,2076559,2054230061,American
50074433,VISTAMAR RESTAURANT,Bronx,2100407,2056350152,Latin American
50074437,MIKKELLER NYC,Queens,4536844,4017870020,American
50074456,LAHI,Queens,4606129,4015420029,Filipino
50074464,POKE N' ROLL,Manhattan,1077656,1004370031,Asian/Asian Fusion
50074465,SOUVLAKI GR KOUZINA,Manhattan,1038553,1013270014,Greek
50074468,PRONTO RESTAURANT,Queens,4437502,4026320066,American
50074470,ABAITA,Manhattan,1036443,1013040026,Jewish/Kosher
50074479,KONNECTGOLF,Manhattan,1034485,1012630038,American
50074488,LOTUS LOUNGE,Bronx,2043478,2040500001,Middle Eastern
50074493,PINKY'S SPACE,Manhattan,1006099,1004430040,Other
50074510,TACO BELL CANTINA,Brooklyn,3400868,3033307501,Tex-Mex
50074511,WATT LI KITCHEN AND BAR,Brooklyn,3120177,3052010040,American
50074520,EL POLLO INKA PERU,Queens,4189113,4090930010,Peruvian
50074525,CARVEL,Queens,4437666,4033660032,Frozen Desserts
50074528,CHINA TASTE,Staten Island,5052917,5036510001,Chinese
50074533,THE LEIF BAR,Brooklyn,3144760,3058560013,American
50074534,TAKUMI TACO,Manhattan,1036459,1013050060,Mexican
50074538,LA ABUNDANCIA,Queens,4027524,4012030058,Spanish
50074557,FISH VILLAGE,Queens,4099328,4041720007,Chinese
50074561,AVOCADO SUSHI II,Staten Island,5095444,5035510140,Asian/Asian Fusion
50074586,MIKE JR'S RICHMOND DINER,Staten Island,5068723,5053230006,American
50074590,NEW TEXAS FRIED CHICKEN,Queens,4082725,4034610003,Chicken
50074594,MOKBAR,Brooklyn,3018493,3009310024,Korean
50074595,METSUYAN BLUE,Queens,4143394,4066210002,Japanese
50074596,YUMMY TORTILLAS KING,Brooklyn,3167138,3063820040,Tex-Mex
50074601,CHICK-FIL-A,Manhattan,1035336,1012760051,Chicken
50074602,TORTILLAS KING,Brooklyn,3157970,3061830108,Tex-Mex
50074603,CHICK-FIL-A,Manhattan,1001223,1000790025,Chicken
50074604,HUANG MING HING,Brooklyn,3175879,3066320005,Chinese
50074608,PRET A MANGER,Manhattan,1023755,1010117505,Soups/Salads/Sandwiches
50074615,ALASKA LOUNGE,Queens,NULL,4,Sandwiches
50074620,CACHAPA CACHAPA 2,Bronx,2094917,2038770001,Latin American
50074621,HANG HOT POT,Queens,4112276,4049730016,Chinese
50074627,INDAY 708,Manhattan,1036177,1012990033,Indian
50074636,UNDERHILL CAFE AND GRILL LLC,Brooklyn,3027943,3011390009,Greek
50074643,BURGER KING,Bronx,2008073,2028420001,Hamburgers
50074653,MADISON LEE'S CAKES,Manhattan,1013604,1007600063,Bakery Products/Desserts
50074674,CHINA THAI NY,Brooklyn,3116851,3050890009,Chinese
50074689,Keki Modern Cakes,Manhattan,1017004,1008610075,Bakery Products/Desserts
50074695,LA MERCERIE,Manhattan,1003009,1002310005,French
50074699,SUBWAY,Brooklyn,3058400,3020750032,Sandwiches
50074721,SEAMORE'S,Brooklyn,3335868,3000360016,Seafood
50074726,BEETLE HOUSE,Manhattan,1077689,1004470009,American
50074737,TOP HOPS,Manhattan,1036459,1013050060,American
50074739,NARGILA,Manhattan,1050501,1015640025,Jewish/Kosher
50074742,TAQUERIA GRAMERCY,Manhattan,1017885,1008740043,Mexican
50074743,BRISAS EXPRESS,Bronx,2029059,2039360042,Latin American
50074749,OVENLY,Brooklyn,3424736,3023337501,Coffee/Tea
50074753,THE STONEBRIDGE,Queens,4104531,4046220013,Coffee/Tea
50074754,AFGHAN CHAI KHANA,Queens,4017504,4008420074,Afghan
50074775,THE BARN YARD BBQ,Bronx,2094642,2030670052,Barbecue
50074779,EL MANABA,Queens,4437717,4034490006,Latin American
50074791,KURO-OBI,Manhattan,1036459,1013050060,Japanese
50074792,MABAT STEAKHOUSE,Brooklyn,3177503,3066640030,Jewish/Kosher
50074795,MANHATTANVILLE COFFEE,Manhattan,1060761,1020437503,Coffee/Tea
50074796,POPEYES,Bronx,2008073,2028420001,Chicken
50074797,NUEVOS TACOS AL SUADERO,Queens,4040224,4016060001,Tex-Mex
50074799,SERGIMMO,Manhattan,1009562,1005750001,Italian
50074801,OUTRO,Manhattan,1009000,1005570014,Coffee/Tea
50074803,SAFIR BAKERY & CAFE,Brooklyn,3182498,3067810071,Coffee/Tea
50074809,MOONSTRUCK EATERY,Manhattan,1038605,1013310028,American
50074810,TURNTABLE CHICKEN & ROCK,Manhattan,1015787,1008320043,Korean
50074812,THE BISTRO AT THE COURTYARD BY MARRIOTT,Queens,4000000,4070670063,American
50074820,PALETERIA LOS MICHOACANOS,Queens,4040534,4016190011,Frozen Desserts
50074844,NEW CHINA MEE,Brooklyn,3108613,3048690126,Chinese
50074855,JUST SALAD,Manhattan,1017244,1008680072,Salads
50074863,CROWN FRIED CHICKEN,Queens,4182907,4088990019,Chicken
50074869,NEW KAMBOAT BAKERY & CAFE,Manhattan,1003925,1003040009,Bakery Products/Desserts
50074873,DAVELLE,Manhattan,1004161,1003480004,Japanese
50074877,LA PASTORA BAKERY,Bronx,2004560,2026430013,Bakery Products/Desserts
50074889,JOE & THE JUICE,Manhattan,1081146,1012850036,"Juice, Smoothies, Fruit Salads"
50074901,BUSHNIWA,Brooklyn,3071584,3031180014,Japanese
50074925,ROLLY KIMBAB,Queens,4120498,4053370034,Korean
50074932,TEN FULL RESTAURANT,Queens,4002673,4001990001,Chinese
50074936,SABAI,Manhattan,1016934,1008590039,Thai
50074942,146 NO. 1 YUMMY TACO,Queens,4312692,4120500223,Tex-Mex
50074947,FAIRFIELD INN & SUITES,Queens,4540394,4070670054,American
50074956,KAM'S KITCHEN,Queens,4244233,4113180006,Chinese
50074960,MONK MCGINNS,Manhattan,1082029,1001330013,American
50074966,P.J.HORGAN'S,Queens,4001159,4001340025,Irish
50074976,PG PIZZA,Bronx,2001926,2024210011,Pizza
50074977,WOKUNI,Manhattan,1088713,1008947504,Japanese
50074983,SHINSEN,Manhattan,1002431,1002020028,Japanese
50074985,FAN FRIED RICE BAR,Brooklyn,3055263,3019280072,Thai
50074986,POT NOODLE,Queens,4462612,4038100350,Asian/Asian Fusion
50075009,#1 GARDEN CHINESE RESTAURANT,Brooklyn,3026939,3011100006,Chinese
50075014,SKYLINE BILLIARD CLUB,Brooklyn,3194409,3071730058,American
50075017,UN MUNDO SALUDABLE (HERBALIFE),Brooklyn,3128728,3054390039,"Juice, Smoothies, Fruit Salads"
50075024,CHUAN ZHU REN,Queens,4114896,4050560025,Chinese
50075044,DABAKH KINE RESTAURANT,Brooklyn,NULL,3,African
50075049,"FREEHAND NEW YORK, BROKEN SHAKER",Manhattan,1018041,1008790023,Tapas
50075050,SMILE TO GO,Manhattan,1018041,1008790023,American
50075052,KING RIVER CHEN CHINESE RESTAURANT,Queens,4025799,4011510008,Chinese
50075060,BOQUERIA,Manhattan,1090450,1007890069,Tapas
50075064,YOON HAEUNDAE GALBI,Manhattan,1015901,1008370052,Korean
50075069,THE HARROW,Manhattan,1026641,1010590003,Continental
50075077,TU TIPICO DOMINICANO,Staten Island,5005309,5001980139,Spanish
50075079,FRATILLI'S PIZZA & CAFE,Bronx,2114610,2027720270,Pizza
50075103,PQR,Manhattan,1048742,1015300027,Pizza
50075106,US FRIED CHICKEN,Bronx,2002909,2024740040,Chicken
50075108,CREAM COFFEE SHOP,Brooklyn,3147304,3059070042,Coffee/Tea
50075118,CON SABOR A MEXICO,Manhattan,1064412,1021800090,Mexican
50075139,Q TOWN ASIAN CUISINE,Queens,4039029,4015610034,Asian/Asian Fusion
50075147,BRISA DOMINICANA,Manhattan,1061984,1020790030,Spanish
50075156,ROMANTICOS,Queens,4439244,4012870043,Bottled Beverages
50075157,SHI MIAODAO,Manhattan,1006749,1004640043,Chinese/Japanese
50075158,POKE ZEST,Brooklyn,3066069,3026460001,Asian/Asian Fusion
50075159,SUPREME DUMPLING,Queens,4162213,4076100026,Asian/Asian Fusion
50075161,YUPDDUK,Queens,4119353,4052760024,Korean
50075166,NEW CAMELLIA CAFE,Queens,4114036,4050310015,Korean
50075170,168 KIM WEI KITCHEN,Brooklyn,3018336,3009250008,Chinese
50075173,SOBOL STATEN ISLAND,Staten Island,5007360,5002750054,Other
50075175,OUR VODKA,Manhattan,1015034,1008020008,American
50075178,COMPADRES 77 MEXICAN RESTAURANT,Queens,4079940,4033420037,Mexican
50075182,NEW YORK CITY BAGEL COFFEE HOUSE,Queens,4009032,4006250045,Bagels/Pretzels
50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,Brooklyn,3074307,3032630003,Latin American
50075193,FUEL,Manhattan,1019870,1009080003,American
50075195,CHAMPION PIZZA,Queens,4008259,4006110038,Pizza
50075196,SMASHBURGER,Brooklyn,3391840,3020940010,American
50075200,OMIYA SUSHI,Brooklyn,3198513,3073280044,Japanese
50075209,ROTI PARADISE,Queens,4224654,4105460176,Caribbean
50075214,PICCOLO PINOS PIZZERIA,Staten Island,5024247,5010360001,Pizza
50075218,ROAM,Queens,4077497,4032390038,American
50075224,SWEET CHICK,Queens,4000045,4000280003,American
50075225,MOMENT CAFE,Queens,4123030,4054360041,Asian/Asian Fusion
50075227,DIY KARAOKE,Queens,4099328,4041720007,Chinese
50075231,CHAO THAI,Queens,4039029,4015610034,Thai
50075241,BEVERLY HILL MANOR,Bronx,2008173,2028490001,American
50075243,LAMOON,Queens,4038194,4015277502,Thai
50075247,MARIOS HOMEMADE CUISINE,Bronx,2092298,2030900027,Pizza
50075248,PLANTSHED,Manhattan,1031435,1012000064,Coffee/Tea
50075251,THE GRAHAM,Brooklyn,3071005,3030440037,American
50075257,DEVOCION,Brooklyn,3422112,3001667502,Coffee/Tea
50075258,ENERGIA Y FIGURA,Queens,NULL,4,"Juice, Smoothies, Fruit Salads"
50075270,NEW TONY'S DRAGON 1,Queens,4202230,4095300009,Chinese
50075273,RED PANDA RESTAURANT,Queens,4307302,4013070145,Asian/Asian Fusion
50075296,ABOUT TIME SOUL FOOD,Queens,4209595,4097940048,Soul Food
50075297,EIGHT BEAUTITUDES KOREAN RESTAURANT #18,Queens,4113546,4050190005,Korean
50075314,MARIO'S PIZZA,Queens,4286176,4134100045,Pizza
50075315,I LOVE NY PIZZA,Bronx,2027726,2038730001,Pizza
50075318,AZULE CANTINA,Manhattan,1071418,1012687501,Mexican
50075319,TBAAR,Queens,4045999,4018600100,"Juice, Smoothies, Fruit Salads"
50075323,HUNGRY BURRITO TACOS,Queens,4437715,4034630001,Tex-Mex
50075329,KUNG FU STEAMER,Brooklyn,3141989,3057450001,Chinese
50075330,MIGHTY BOWL,Manhattan,1043222,1014120120,Asian/Asian Fusion
50075331,N.Y. TIMES GRAB & GO,Manhattan,1087186,1010127501,American
50075332,SONY HALL,Manhattan,1024737,1010180006,American
50075334,LEMONGRASS GRILL,Brooklyn,3003071,3002920032,Thai
50075346,FRESH KITCHEN,Manhattan,1017588,1008690016,American
50075350,PRIK THAI KITHCEN,Queens,4013384,4007290046,Thai
50075369,THE FREAKIN RICAN RESTAURANT,Queens,4012309,4007030027,Latin American
50075375,ATOMIC WINGS,Manhattan,NULL,1,Chicken
50075379,BATTLE HILL TAVERN,Brooklyn,3017406,3008910048,Pizza
50075407,JUICE PRESS,Manhattan,1015862,1008350041,"Juice, Smoothies, Fruit Salads"
50075410,LA BIENVENIDA RESTAURANT,Queens,4028417,4012340181,Mexican
50075411,SUSHI NOZ,Manhattan,1085165,1014130033,Japanese
50075413,PERIZIA PIZZA,Brooklyn,3179855,3067130070,Jewish/Kosher
50075419,HASWELL GREEN'S,Manhattan,1080862,1010230053,American
50075425,New Star Restaurant,Queens,4126059,4055820035,Chinese
50075440,BRASSERIE TOAST CAFE,Manhattan,1015884,1008370005,American
50075441,GOFISH SUSHI BOX,Manhattan,1036459,1013050060,Japanese
50075442,SABOR PERUANO II,Queens,4036654,4014830151,Peruvian
50075448,LITTLE COLLINS,Manhattan,1036459,1013050060,Italian
50075450,NO.1 CALLE 191 PESCADERIA,Manhattan,1064035,1021690053,Seafood
50075461,POPEYES,Manhattan,NULL,1,Chicken
50075485,PEARL STREET HAMPTON INN,Manhattan,1078968,1000080039,Continental
50075519,D HACK'S HALAL,Queens,4201672,4095120032,Caribbean
50075521,BEST 164,Queens,4119567,4052870012,Korean
50075523,Joyo Asian Restaurant,Queens,4093415,4038280084,Japanese
50075535,JIMBOS RESTAURANT,Queens,4017390,4008380012,Greek
50075536,AVANTI PIZZA,Staten Island,5037014,5022360125,Pizza
50075543,FOO HING KITCHEN,Bronx,2000655,2023060008,Chinese
50075544,PELICAN,Brooklyn,3052530,3018360051,Nuts/Confectionary
50075556,HOOK & REEL,Staten Island,NULL,5,Seafood
50075559,DUMBO HOUSE,Brooklyn,3000019,3000260050,American
50075574,XIN BAO,Queens,4266757,4123090017,Chinese
50075575,TETE A TETE,Brooklyn,3389066,3074590001,Coffee/Tea
50075583,PINKBERRY,Brooklyn,3025041,3010740001,Frozen Desserts
50075590,AMADEUS RESTAURANT,Staten Island,5023385,5009420042,Eastern European
50075608,LUCHADORES,Manhattan,1001141,1000720025,Spanish
50075622,PAPA JOHN'S,Brooklyn,3394602,3031947501,Pizza
50075625,NIFOROS COFFEE SHOP,Queens,4005219,4004450014,American
50075628,PAPA JOHN'S,Brooklyn,3112333,3049640050,Pizza
50075654,Theatre XIV,Brooklyn,3072407,3031760146,Tapas
50075656,SETSUGEKKA,Manhattan,1006278,1004480021,Coffee/Tea
50075658,PEKING CHINESE RESTAURANT,Queens,4113391,4050120021,Chinese
50075666,NO 1 CHINESE RESTAURANT,Bronx,2009624,2029260002,Chinese
50075668,NEW ASIA,Manhattan,1086844,1012400036,Chinese
50075669,SUGAR BOY BAKERY II,Bronx,2083159,2057040042,Bakery Products/Desserts
50075670,NEW GOLDEN CHOPSTICKS,Manhattan,1000836,1000290022,Chinese
50075680,CAFE LUKA,Manhattan,1044843,1014450028,American
50075683,PRIMO'S BAR,Manhattan,1001584,1001450012,Italian
50075701,THE EMPANADA SPOT,Queens,4163156,4076440009,Spanish
50075705,LA TRANQUILITE RESTAURANT,Brooklyn,3232574,3082560048,Caribbean
50075707,TAVERNA KYCLADES,Queens,NULL,4,Seafood
50075716,BIYOU,Brooklyn,3043982,3016190045,Creole/Cajun
50075717,HUNGRY GHOST,Brooklyn,3068745,3027590033,Coffee/Tea
50075719,LA IGUANA AZUL RESTAURANT,Staten Island,5107694,5054280032,Mexican
50075726,PAPA JOHN'S,Brooklyn,3115733,3050470001,Pizza
50075728,PAPA JOHN'S,Brooklyn,3097671,3043470030,Pizza
50075731,BROOKLYN BARISTA,Brooklyn,3078127,3033930049,American
50075734,BERNIE'S,Brooklyn,3066721,3026790042,American
50075739,LITTLE DUMPLING,Queens,4537295,4082290006,Chinese
50075742,PINKBERRY,Manhattan,1048569,1015270028,Frozen Desserts
50075750,VARIETY COFFEE ROASTERS,Manhattan,1088463,1015147502,Coffee/Tea
50075751,GRAN CAFFE DE MARTINI,Brooklyn,3028196,3011450009,Coffee/Tea
50075754,KIDDIE CAKES,Staten Island,5087260,5077020025,American
50075758,TACO BELL CANTINA,Bronx,2002988,2024840009,Tex-Mex
50075759,TACO BELL CANTINA,Brooklyn,3053259,3018490056,Tex-Mex
50075764,EL MEXICANO RESTAURANTE & CAFE,Brooklyn,3005691,3003820016,Mexican
50075766,MOMO CRAVE,Queens,4029698,4012820008,Asian/Asian Fusion
50075767,OCEANSIDE GRILL @ NEW YORK AQUARIUM,Brooklyn,NULL,3,Hamburgers
50075774,EL CAMPEON DE LOS POLLOS 2,Queens,4197732,4094050034,Latin American
50075775,FANTASY RICEROLL,Brooklyn,3166812,3063730046,Asian/Asian Fusion
50075776,D ORIGINAL HOT ON THE SPOT,Queens,4201710,4095130028,Caribbean
50075824,CARIBBEAN STARR,Manhattan,1083974,1017220001,Caribbean
50075833,DOMINO'S,Staten Island,5000058,5000060146,Pizza
50075837,DOMINO'S,Staten Island,5068726,5053230031,Pizza
50075859,WELL PLATED,Manhattan,1000000,1009950001,American
50075871,COPINETTE,Manhattan,1039612,1013430024,Continental
50075872,ABDULLAH SWEETS & RESTAURANT,Queens,4029796,4012847501,Indian
50075878,COOKIE CRUMZ,Queens,4439177,4004490001,Bakery Products/Desserts
50075888,SIMO PIZZA,Manhattan,1012154,1006430001,Pizza
50075900,A & A BAKE AND DOUBLE SHOP,Brooklyn,3053249,3018490036,Caribbean
50075906,LE PRIVE,Manhattan,1026399,1010540001,French
50075907,NEW SUN DELI,Bronx,2011225,2030320033,Sandwiches
50075916,BURGER BOX,Brooklyn,3327536,3074220002,Hamburgers
50075917,SUBWAY STORE #30214,Queens,4072076,4030800032,Sandwiches
50075928,BAGUETTE EXPRESS II,Brooklyn,3032459,3012570070,Jewish/Kosher
50075946,EM STAR CAFE,Manhattan,1003520,1002810055,Chinese
50075950,BAGEL VILLA,Brooklyn,3147452,3059100002,Coffee/Tea
50075962,CHAMPION PIZZA,Manhattan,1007195,1004810008,Pizza
50075964,COCO PAZZO TRATTORIA,Manhattan,1084916,1005020016,Italian
50075973,MADAME POUPON,Brooklyn,3051622,3018230007,French
50075990,SAUCE PIZZERIA,Manhattan,1006500,1004540047,Pizza
50076005,CONCESSION 105,Bronx,2114490,2024930001,American
50076007,BLUE POINT BLEACHERS BAR 237,Bronx,2114490,2024930001,American
50076009,CHARLIE'S PLACE,Manhattan,1054073,1017500156,Japanese
50076018,TOMMY BAHAMAS MARLIN BAR,Bronx,2114490,2024930001,Bottled Beverages
50076035,JUNGO SUSHI,Queens,4001176,4001350004,Japanese
50076040,GREAT WALL CHINESE RESTAURANT,Queens,4051287,4021400001,Chinese
50076070,Bellini,Manhattan,1082019,1001070038,Italian
50076079,CHINITO LATINO,Manhattan,1064168,1021740058,Chinese/Cuban
50076081,MUSES 35 BAR & KARAOKE,Manhattan,1014416,1007840068,Bottled Beverages
50076083,KUNG FU TEA,Manhattan,1006672,1004630023,Coffee/Tea
50076087,H0L0,Queens,4085370,4035410046,American
50076090,GYRO BBQ FRIED CHICKEN,Brooklyn,3202632,3074050933,Chicken
50076096,SPICY SHALLOT,Queens,4037031,4014970048,Thai
50076107,LUCKY,Manhattan,1005139,1004040031,Other
50076111,OK CANAAN,Queens,4115474,4051257502,Chinese
50076114,MIYAKO,Manhattan,1033588,1012390030,Japanese
50076117,CHI MAMA'S NOODLE HOUSE,Queens,4518252,4073320106,Chinese
50076131,DUNKIN,Manhattan,1089384,1000790015,Donuts
50076132,MARCY & MYRTLE 2 INC.,Brooklyn,3329929,3022967501,Coffee/Tea
50076141,UNCLE LOUIE G'S ITALIAN ICE,Staten Island,5107697,5054330157,Frozen Desserts
50076144,DI AN DI,Brooklyn,3064792,3025620016,Southeast Asian
50076145,MR DRE KITCHEN BAR,Queens,4437974,4040850049,Spanish
50076148,MOGE TEE,Queens,4438111,4049780109,Coffee/Tea
50076155,OXOMOCO,Brooklyn,3337058,3025630029,Mexican
50076178,EAT ITALIAN,Staten Island,5079747,5061450300,Italian
50076185,AVOCADO,Staten Island,5133954,5054950001,Japanese
50076188,IZAKAYA JURAKU,Manhattan,1005314,1004100020,Japanese
50076191,JOLLIBEE,Manhattan,1013687,1007630038,Chicken
50076218,DUNKIN,Queens,4112112,4049570038,Donuts
50076221,"DUNKIN , BASKIN ROBBINS",Queens,4098565,4041000001,Donuts
50076225,MR. GREEN,Queens,4293046,4139910022,Hawaiian
50076227,WO HOP KITCHEN,Brooklyn,3092611,3041370119,Chinese
50076228,WAH SING RESTAURANT,Brooklyn,3042230,3015520005,Chinese
50076238,TEA SHOP AND BAKERY,Queens,4534712,4070700049,Bakery Products/Desserts
50076259,BANHMIGOS,Brooklyn,3341657,3010610010,Southeast Asian
50076263,SUBWAY,Queens,4177259,4086740013,Sandwiches
50076268,STAR CAFE & BAKERY,Brooklyn,3052974,3018420045,Bangladeshi
50076284,Uncle Louie G’s Italian Ice & Ice Cream,Staten Island,5063986,5049640005,Frozen Desserts
50076290,TORO LOCO,Manhattan,1000040,1000117501,Mexican
50076291,EL TAHUR,Brooklyn,3011090,3007360041,Tapas
50076292,1 QUETZAL,Brooklyn,3158364,3061910039,Mexican
50076293,TEQUILA & MEZCAL,Bronx,2097226,2027570093,Mexican
50076301,FIORE 227,Staten Island,5115519,5052060026,Italian
50076302,PAPA JOHN'S,Bronx,2041407,2039630057,Pizza
50076319,LAN TING HOT POT BBQ,Brooklyn,3016179,3008580001,Chinese
50076322,SCRATCH BK & BECK AND CALL CATERING,Brooklyn,3062492,3023680023,American
50076334,DUNKIN,Manhattan,1043192,1014120016,Donuts
50076337,ANEMOS,Queens,4011085,4006770074,Greek
50076340,DUNKIN,Manhattan,1009717,1005770039,Donuts
50076353,LOMBARDO'S OF BAY RIDGE CORP,Brooklyn,3146343,3058860046,Italian
50076369,JOE COFFEE COMPANY,Manhattan,NULL,NULL,Coffee/Tea
50076373,EAST FAR CHINESE FOOD,Brooklyn,3348216,3070550107,Chinese
50076379,21 GREENPOINT,Brooklyn,3064663,3025560049,American
50076386,IMPERIAL CAFE,Bronx,2049701,2043320015,Coffee/Tea
50076388,LILY BLOOM,Brooklyn,3153553,3060450041,Bakery Products/Desserts
50076390,RINCONCITO,Manhattan,1062190,1020830031,Bottled Beverages
50076397,GROUP M,Manhattan,1088797,1000580001,American
50076399,TOUS LES JOURS,Brooklyn,3141153,3057140009,Bakery Products/Desserts
50076432,CHARACTERS KTV,Brooklyn,3132594,3055280003,Chinese/Japanese
50076434,WEST PLACE,Manhattan,1084108,1019780001,Chinese
50076453,99C PIZZA,Manhattan,1003593,1002830066,Pizza
50076463,TEN SECONDS,Queens,4114137,4050360047,Chinese
50076470,TARTINERY,Manhattan,1017595,1008690034,American
50076472,NY BAGEL CAFE & DELI,Brooklyn,3177253,3066590057,American
50076475,NEEROB RESTAURANT,Bronx,2092927,2039330109,Bangladeshi
50076477,CROWN FRIED CHICKEN,Queens,4222077,4104430020,Chicken
50076481,TASTALU PANINI,Manhattan,1012541,1007130001,Italian
50076485,ABRACADABRA MAGIC DELI,Brooklyn,3072101,3031650033,Turkish
50076495,SANTA SALSA,Brooklyn,3072768,3031990026,Latin American
50076500,ATOMIX,Manhattan,1018291,1008850086,Korean
50076516,LEAF,Brooklyn,3072171,3031700007,Salads
50076526,MORANDI,Manhattan,1010899,1006127504,Italian
50076528,MINETTA TAVERN,Manhattan,1008728,1005420044,French
50076534,FALAFEL TANAMI,Brooklyn,3180694,3067370061,Jewish/Kosher
50076537,PATMAR BAKE SHOP,Queens,4287380,4135030007,Caribbean
50076539,HOMECOMING,Brooklyn,3061757,3023100028,Coffee/Tea
50076550,ISABELA'S MEXICAN RESTAURANT,Brooklyn,3011142,3007370042,Mexican
